Total population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,0.219549077,0.219549077,0.219549077,0.219549077,0.219549077,0.219549077,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.235494039,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.251986681,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.269689923,0.294275991,0.297210425,0.300207551,0.303230343,0.306256173,0.309275511,0.312291392,0.315317565,0.318375518,0.321490516,0.324681747,0.327952966,0.331285516,0.334637022,0.337953638,0.341199524,0.344367106,0.347469338,0.35051796,0.353531338,0.356523884,0.35949508,0.362444848,0.365387694,0.368340839,0.371315332,0.374310067,0.377319134,0.380341112,0.383373224,0.386409759,0.389450555,0.392485172,0.395485856,0.398418518,0.401259435,0.404005089,0.406661234,0.409226888,0.411703543,0.414095674,0.416399115,0.418622079,0.420795956,0.422960866,0.425144119,0.427351332,0.429572295,0.431797512,0.434011673,0.436200815,0.438367858,0.440508203,0.44259224,0.444583015,0.44645654,0.44820178,0.44983033,0.451369085,0.45285631,0.454319578,0.455766257,0.457189222,0.458583772,0.459940677,0.461253459
Canada,0.150230123,0.150230123,0.150230123,0.150230123,0.150230123,0.150230123,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.160544534,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.170246057,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.176552363,0.186489886,0.188118276,0.189799837,0.191533878,0.193312361,0.195120585,0.19693733,0.198735997,0.20048663,0.202158602,0.203727819,0.205183664,0.206534503,0.207809244,0.209048366,0.210280627,0.211510137,0.212728894,0.213937788,0.21513525,0.216318771,0.217493361,0.218657117,0.219792608,0.220877079,0.221896069,0.222848738,0.223744708,0.224593898,0.225410386,0.226207309,0.226981988,0.227740004,0.228511631,0.229334726,0.230233208,0.231218182,0.232274995,0.233369726,0.234455501,0.235498517,0.236492252,0.237444433,0.238353964,0.239223123,0.240055306,0.240848711,0.24160637,0.242343005,0.243077883,0.243825868,0.244589693,0.245369133,0.246171686,0.247005076,0.24787326,0.248779537,0.249718979,0.250676809,0.251633146,0.252573168,0.253491838,0.254390558,0.255269,0.256128772,0.256970781
Dominican Republic,0.069290397,0.069290397,0.069290397,0.069290397,0.069290397,0.069290397,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.075359308,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.084748191,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.093263011,0.103740174,0.104807825,0.105925517,0.107084609,0.108277657,0.109498284,0.110741228,0.112002152,0.113277538,0.114564477,0.115860196,0.117161684,0.118465358,0.119767017,0.121062269,0.122347796,0.123621641,0.124882932,0.126131011,0.127365647,0.128586585,0.129793568,0.130986043,0.132163328,0.133324715,0.134469948,0.135598823,0.136712131,0.137811847,0.138900462,0.139979754,0.141050399,0.142112086,0.143164408,0.144206584,0.145238164,0.146258251,0.14726715,0.148266792,0.149259739,0.150247178,0.151230545,0.152207761,0.153172474,0.154116421,0.155034402,0.155924331,0.156789275,0.15763554,0.158471812,0.159304101,0.160133902,0.16095917,0.161777949,0.162587124,0.163384374,0.164169246,0.16494226,0.165703235,0.166452121,0.167188698,0.167912763,0.168623657,0.169320242,0.170001138,0.170665348
Haiti,0.095194315,0.095194315,0.095194315,0.095194315,0.095194315,0.095194315,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.100422715,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.104948846,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.109505621,0.115000759,0.115640878,0.116298697,0.116975054,0.117670327,0.118384515,0.119117203,0.119867632,0.120634708,0.121417063,0.122213155,0.123021287,0.123839775,0.124666857,0.125500777,0.126339469,0.127185192,0.128036137,0.128882107,0.129710323,0.130513814,0.131290076,0.132047185,0.132801921,0.133576371,0.134386541,0.135234199,0.136116321,0.137037089,0.13800007,0.139005628,0.14005523,0.141142686,0.142251237,0.143359739,0.144453062,0.145526239,0.146581415,0.147619859,0.14864517,0.149659867,0.150662554,0.151651556,0.152628811,0.153596905,0.154557473,0.155511759,0.156458745,0.157395191,0.158316744,0.159220827,0.160105892,0.160974069,0.161830825,0.162683426,0.163536599,0.164391695,0.165246108,0.16609573,0.166934776,0.16775899,0.16856748,0.169360964,0.170138834,0.170900814,0.171646753
United States,0.35349789,0.35349789,0.35349789,0.35349789,0.35349789,0.35349789,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.371327157,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.389396822,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.398818251,0.420796685,0.42262652,0.424730428,0.427039634,0.429492291,0.432033643,0.434615951,0.437198271,0.439746141,0.442231215,0.444630913,0.446928079,0.44911066,0.451171409,0.453107584,0.454920628,0.456607126,0.458174577,0.459650136,0.46106977,0.462462174,0.463835714,0.465193529,0.466551983,0.467928147,0.469333943,0.470779593,0.472264478,0.473775761,0.47529388,0.476805446,0.478308157,0.479808674,0.481313449,0.482831945,0.484371186,0.485936116,0.487526083,0.489136271,0.490759321,0.492392104,0.494022084,0.495655278,0.497327523,0.499086354,0.500958519,0.502962099,0.505068291,0.507200862,0.509258294,0.511171719,0.512912753,0.514507833,0.516010341,0.517498724,0.51902729,0.520612027,0.522230198,0.52385088,0.525428322,0.526931395,0.528352654,0.529707363,0.531014637,0.532302321,0.533590594
Denmark,0.110793152,0.110793152,0.110793152,0.110793152,0.110793152,0.110793152,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.115253935,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.118703574,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.12186125,0.126311233,0.126705111,0.12706576,0.127395569,0.127698312,0.127979114,0.128244586,0.128502693,0.128762282,0.129032541,0.129320949,0.129631326,0.129962115,0.130305745,0.130650938,0.130989042,0.131317461,0.13163689,0.131945881,0.132243587,0.132528857,0.132800323,0.13305568,0.133291904,0.133505522,0.133693941,0.133858155,0.13399849,0.134111289,0.134191996,0.134238912,0.134250894,0.134233454,0.13419987,0.134167896,0.134151283,0.134154422,0.134177015,0.134222107,0.134291617,0.134386323,0.134508015,0.134655688,0.134823232,0.135002131,0.135185474,0.135372959,0.1355642,0.135752315,0.135929119,0.136089686,0.136229084,0.136350703,0.136468225,0.136600704,0.136761163,0.136954456,0.137174711,0.137411117,0.137647866,0.137873464,0.138085237,0.138286297,0.138477961,0.138663244,0.138844571
Germany,0.311575277,0.311575277,0.311575277,0.311575277,0.311575277,0.311575277,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.308650969,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.315379593,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.322805481,0.320588515,0.321086062,0.321558278,0.322013126,0.322460197,0.322910687,0.32337765,0.32387569,0.324420145,0.325025762,0.325702796,0.32645298,0.327266134,0.328118967,0.328979724,0.329820946,0.330639629,0.331427889,0.332148611,0.332757021,0.333223043,0.333531989,0.333695065,0.333741388,0.333714602,0.333648732,0.333559849,0.333447009,0.333308219,0.333135727,0.332929278,0.332688922,0.332435597,0.332214863,0.332085512,0.332090125,0.332235433,0.33250968,0.332911402,0.333432943,0.334059502,0.334798968,0.335628395,0.336464668,0.33720095,0.337762127,0.338117495,0.338286817,0.338309305,0.338248305,0.338152118,0.33803304,0.337882006,0.337702219,0.337492754,0.337256326,0.336991981,0.336712656,0.336450636,0.336247221,0.336129727,0.336114902,0.336189119,0.336311485,0.336423322,0.336482108
Hungary,0.153350699,0.153350699,0.153350699,0.153350699,0.153350699,0.153350699,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.155449814,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.159753867,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163566493,0.163972749,0.164790408,0.165466334,0.166015734,0.166454461,0.166799227,0.167067918,0.167279596,0.167454093,0.167611221,0.167768234,0.167937074,0.168121976,0.168318477,0.168516498,0.168709052,0.16889741,0.169086735,0.169278082,0.16947273,0.169671638,0.169869044,0.170063609,0.170265163,0.170487127,0.170735308,0.171019062,0.171325156,0.171609994,0.17181553,0.171902535,0.17185591,0.171693118,0.171448325,0.17117266,0.170905911,0.170655459,0.170416285,0.170201182,0.170022433,0.169887346,0.169806397,0.169776033,0.169771316,0.169756773,0.169706842,0.169613248,0.169483776,0.169328635,0.169164756,0.169005133,0.168849966,0.168695941,0.168548542,0.168414047,0.168296059,0.168198746,0.16811903,0.168044165,0.167956352,0.16784292,0.167698735,0.16752781,0.167337906,0.167141147,0.166946465
Poland,0.232133258,0.232133258,0.232133258,0.232133258,0.232133258,0.232133258,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.225126338,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.236929914,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.24206376,0.227151362,0.228485627,0.229906387,0.231380969,0.232880299,0.234378826,0.23585428,0.237287523,0.238662456,0.239965997,0.241188483,0.242324114,0.243371311,0.244332745,0.245214483,0.246023832,0.246761232,0.247433641,0.248063303,0.248678384,0.249300534,0.249937654,0.250590265,0.251262883,0.251957927,0.252676591,0.253415822,0.254174326,0.254955434,0.255763199,0.256595879,0.257459113,0.258339014,0.259191431,0.259959394,0.260604226,0.261108054,0.261485024,0.261768298,0.26200724,0.26223732,0.262471211,0.262697813,0.262900775,0.263054301,0.263141847,0.263159949,0.263121955,0.263048438,0.262967856,0.262901716,0.26285671,0.262830011,0.262821818,0.262829321,0.26284981,0.262884541,0.262933706,0.262991507,0.263050057,0.263102798,0.263147204,0.263181902,0.263202832,0.26320573,0.263187146
Romania,0.177669102,0.177669102,0.177669102,0.177669102,0.177669102,0.177669102,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.179847517,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.187960021,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19504593,0.19717581,0.19828832,0.199292908,0.200242565,0.20117271,0.202102124,0.203032876,0.203951918,0.204834296,0.205647748,0.206365282,0.206977921,0.207505453,0.208000649,0.208534828,0.209157098,0.209884109,0.210696535,0.211562813,0.212436172,0.213282403,0.214091839,0.21487173,0.215625032,0.216359311,0.217078156,0.217783127,0.218465815,0.219108755,0.21968955,0.220193905,0.220608011,0.220938851,0.221217609,0.221488045,0.221777831,0.222102547,0.22244269,0.222748732,0.222952072,0.223005247,0.22289374,0.222636891,0.222263278,0.22181713,0.221333738,0.22081659,0.220262857,0.219694807,0.219138543,0.218611487,0.21813321,0.217698281,0.217267972,0.216785657,0.216212503,0.215531513,0.214762192,0.213946859,0.213148243,0.212413317,0.211758418,0.211171689,0.210638165,0.210131091,0.209630078
United Kingdom,0.270250882,0.270250882,0.270250882,0.270250882,0.270250882,0.270250882,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.274537095,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.278919123,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.283453397,0.288040787,0.288049373,0.288168931,0.288375503,0.288650705,0.288981796,0.289362003,0.289790153,0.290269627,0.290806639,0.291405294,0.292062433,0.292763279,0.293479821,0.2941766,0.294826754,0.295419901,0.295956446,0.296434345,0.296855261,0.297220865,0.297530394,0.297782928,0.297980997,0.298128462,0.298230278,0.298288692,0.298309917,0.298308202,0.298301331,0.298303849,0.298320663,0.298354443,0.298414252,0.29850946,0.298646009,0.298829849,0.299058664,0.299319452,0.299593513,0.299867246,0.300137383,0.300407708,0.300680387,0.300959866,0.30124997,0.30155407,0.301873109,0.302206287,0.302551927,0.302911196,0.303276471,0.303654178,0.304075501,0.304581558,0.305197463,0.305937142,0.306780542,0.307677246,0.308558413,0.309375352,0.310110686,0.310778282,0.311399322,0.312007882,0.312628196
